row_number,text,classification
233,"""The cast was good, and I thought it was a good performance from Christopher Lloyd, whom I like from previous movies. The movie was a great family movie, nothing that would make you worry to show it to younger kids, a good story line, lots of laughs, lighthearted and enjoyable. If you want to entertain children without being bored to tears this fits the bill. Kid pleasing, and not difficult for a parent to watch, either.""",3
234,"""It might not be the best movie of 2006 but it was a just a movie to excite and to think about.The Sentinel is a good political thriller movie which seems similar to or even borrows some elements from other political thriller movies such as In the Line of Fire and The Manchurian Candidate. The basic plot of this movie is similar to other movies like this: A plot to kill the President of the United States. Michael Douglas stars as Secret Service Agent Pete Garrison who spearheads the operation only to find out later that he has been framed.Kiefer Sutherland co-stars as a sort of rival by the name of David Breckinridge and Eva Longoria as Jill Marin who is a rookie agent going under the guidance of Agent Breckinridge and Academy Award winner Kim Basinger as First Lady Sarah Ballentine. One improvement for this movie could have been more action as it is by some sources considered just as much an Action film as is a Thriller film but a good thing about this movie is instead of just an assassination plot to kill the US President,it also concerns a mole(traitor) in the Secret Service who is leading the President in the wrong direction.""",3
235,"""This truly funny movie has a zany cast of characters, just about every voluptuous middle-aged female in Hollywood, and a touching, funny love story. The Capomezza's and the Malacici's are rival caterers in an Italian neighborhood in New York. They are also at opposite--extreme--ends of the taste scale. Their children are cast in the lead roles of a church production of Romeo and Juliet. Naturally, they fall in love. On stage! The mayhem and confusion that this causes, as the parents feud with each other and their kids, is played out for us against the backdrop of the Capomezza's magnificently tasteless home, and their magnificently tasteless catered weddings.<br /><br />Besides the four over-the-top parents and the charming young lovers, the characters include a vaguely wise priest, a plain-speaking grandma, a lady who waves a wand and passes on spiritual advice she receives from a medium called The Blessed Roscoe, a motel with beds shaped like the back seat of a car, and two doves. There is not a sight gag or a punch line that doesn't click in this fast paced movie.<br /><br />Even the family names of the two families are part of the fun. ""Capomezza"" could be interpreted as ""low-brows,"" and ""Malacici"" could mean ""stuck-up snobs."" <br /><br />If you are sensitive about Italian stereotypes, you may not like this movie. If Bette Midler embarrasses you, you may not like it, because all of the women in this movie make Bette Midler look like Martha Stewart. The rest of us should love it!""",3
236,"""I enjoyed this film. But I was surprised to see people referring to it as a comedy. It was amusing at times, but really, it wasn't very funny at all. If I'd been expecting it to be a comedy, I might have been disappointed with the film, but, going in with no expectations, I found it to be enjoyable and engaging. Maybe it was because, as an engineer, I identified with the protagonist. I was less concerned with satire of capital or labor, and more into the basic story of a man fighting for his invention. A man who's less interested in monetary gain from his invention than he is in seeing it come to fruition and be put into production. He's absolutely heroic when he refuses to take the big money and the hot woman in return for suppressing his invention. So I find it interesting that people here have compared it to Jurassic Park; me, I compare it to The Fountainhead.""",3
237,"""Sidney Young (Pegg) moves from England to New York to work for the popular magazine Sharpe's in a hope to live his dream lifestyle but struggles to make a lasting impression.<br /><br />Based on Toby Young's book about survival in American business, this comedy drama received mixed views from critiques. Labelled as inconsistently funny but with charm by the actors, how to lose friends seemed as a run of the mill fish out of the pond make fun at another culture comedy, but it isn't.<br /><br />This 2008 picture works on account of its actors and the simple yet sharp story. We start off in the past, then in the present and are working our way forwards to see how Young made his mark at one of America's top magazines.<br /><br />Pegg (Hot Fuzz) is too likable for words. Whether it's hitting zombies with a cricket bat or showing his sidekick the nature of the law the English actor brings a charm and light heartedness to every scene. Here, when the scripting is good but far from his own standards, he brings a great deal of energy to the picture and he alone is worth watching for. His antics with ""Babe 3"" are unforgivable, simply breathtaking stuff as is his over exuberant dancing, but he pulls it off splendidly.<br /><br />Bridges and Anderson do well at portraying the stereotypical magazine bosses where Dunst fits in nicely to the confused love interest. Megan Fox, who stole Transformers, reminds everyone she can act here with a funny hyperbole of a stereotype film star. The fact that her character Sophie Myles is starring in a picture about Mother Teresa is as laughable as her character's antics in the pool. To emphasize the point there is a dog, and Pegg rounds that off in true Brit style comedy, with a great little twist.<br /><br />Though a British film there is an adaptation of American lifestyle for Young as he tries to fit in and we can see the different approaches to story telling. Young wants the down right dirty contrasted with the American professionalism. The inclusion of modern day tabloid stars will soon make this film dated but the concept of exploitation of film star's gives this edge.<br /><br />Weide's first picture is not perfect. There are lapses in concentration as the plot becomes too soapy with an awkward obvious twist and there are too many characters to be necessary. The physical comedy can also be overdone. As a side note, the bloopers on the DVD are some of the finest you will ever see, which are almost half an hour long.<br /><br />This comedy drama has Simon Pegg on shining form again and with the collective approach to story telling and sharp comedy, it is worth watching.""",3
238,"""This film resembles in many ways `Enemy of the State' with Will Smith and Gene Hackman, as we have an innocent (black) man being pursued by the `government' with all the modern technology known to man. Usually when storyline is copied like this the result is a disaster. That does not apply here. Of course I love everything David Morse does, so maybe my comments are not fair, but there were more good things about this film then that. The main baddy, played by Doug Hutchison, was brilliant, and the story flowed with excellent extras such as David Paymer and Robert Pastorelli. Our hero, Alvin Sanders (played by Jamie Foxx), was however irritating most of the part. He is so out of place, cracking bad jokes, evoking no sympathy from the audience. Or not to begin with, the strange thing is that he kinda grows on you (and on his followers as well!). I didn't expect much when I rented it, but was surprised with a good solid action movie with comedy bits. 7/10""",3
239,"""Well, if you are open-minded enough to have liked Barber Shop, then you will like this Canadian film.<br /><br />If your mind is as closed-minded as Fort Knox, then you will give it the current score that it has : 2.5.<br /><br />This is a film for anybody prepared to watch films from outside of their own racial grounds. It is engaging, it is true to life, on two or three occasions you lose the connections between the scenes, but many times, especially towards the end, you find yourself having a tear or two in your eyes and this simply because it so often mirrors what life can be like.<br /><br />I like it and recommend it to anyone open minded beyond the traditional American film.""",3
240,"""Wow. What a wonderful film. The script is nearly perfect it appears this is the only film written by Minglun Wei,I hope he has more stories in him.<br /><br />The acting is sublime. Renying Zhou as Doggie was amazing -- very natural talent, and Xu Zhu was a delight - very believable as the jaded old traditionalist. <br /><br />The soundtrack was very effective, guiding without being overwhelming. <br /><br />If only more movies like this were made whether in Hollywood or Hong Kong- a family friendly, well acted, well written, well directed, near perfect gem.""",4
241,"""I'd have given this film a few stars, simply because it was a ""Lifetime"" presentation actually filmed in the location represented in the story - here, New York City. Most on this channel, whether ""set"" there, in rural Iowa, Oregon, Virginia, L.A. etc., are filmed in Vancouver, Ottawa, Toronto or some other Canadian locale.<br /><br />But if there ever were one deserving the top rating - 10* on this site, it's this movie. Certainly not for originality, for this story has been done many times, in many variations, with several very similar to this specific one. It's also been done pretty often on the big screen, with mega-stars, past and present, from Cary Grant, James Garner, Harrison Ford, Tom Hanks, et al - and Deborah Kerr, Doris Day, Meg Ryan, and many more. I can think of at least 10-12 more, just as prominent, past to present, off the top of my head, who could be added now, and there are probably many others which could be brought to mind.<br /><br />Not to drone on, but my point is that, in my opinion, this is by far one of the best of this genre I've seen. I caught it by chance on a mid-day Friday, at a time when I had the TV on only because I was taking a couple of hours following a particularly hectic week. I'd never run across this flick in the 8 years since it was made. And, while the two leads have done enough to be known to most, they were completely unknown to me. The only two actors I knew were Phyllis Newman (Anna's mother) whom I'd seen in some things from her younger days, and Michael Rispoli (Henry, Charlie's best friend) who was outstanding as ""Gramma,"" the menacing juice loan, tough, street guy from ""Rounders."" <br /><br />The chance meeting and coupling between both leads' best friends, as a sub-story romance, with the correlation of their being such to Anna and Charlie being only revealed to all later, is an oft-done plot contrivance within the genre, but makes no difference to the enjoyment here (in fact, it enhances it).<br /><br />Checking some other comments, I agree completely with those which are the most positive. The primary word describing this film is ENGAGING, in caps. This adjective describes the performers; the characters; the chemistry between and among all of the characters, in whatever combination presented, and all of the supporting and even minor roles.<br /><br />I love films with a ""harder edge:"" ""Rounders;"" the escapist Schwarzenegger/Stallone fare; ""Goodfellows;"" even the classics like ""Casablanca,"" ""Gone With the Wind,"" ""Citizen Kane."" But for pure, uncomplicated enjoyment, this one was outstanding. With a bare fraction of their budgets, it was equal to the results achieved by ""You've Got Mail"" and ""Sleepless in Seattle."" And Tom Hanks and Meg Ryan couldn't have done better than Natasha Henstridge and Michael Vartan here; the co-stars and support personnel here were equivalent to those in these mega-films, as well.""",4
242,"""It's amazing that from a good, though not wonderful, film made back in the early Nineties, a whole franchise can grow. 'Stargate; SG1' is, without a doubt, a worthy addition to the science fiction genre and has the right to stand shoulder-to-shoulder with 'Star Trek' as the kings of sci-fi.<br /><br />Following on from the 1994 feature film 'Stargate', this series sees Stargate command (a military/science organisation) figuring out that the stargate system can be used to travel to various planets across the galaxy and beyond and the military sets up a number of teams to explore. SG1 is one such team, headed by military veteran Colonel Jack O'Neill, and includes archaeologist Doctor Daniel Jackson, military scientist Captain Samantha Carter and alien Teal'c, who has betrayed his overlord leaders in the hopes of one day freeing his people. Earth quickly makes an enemy of the Goa'uld, a parasitic race who use humans as hosts and think themselves equal to gods.<br /><br />The top-notch cast have much to be congratulated for in bringing this show to life. Richard Dean Anderson is perfect as the cynical and sarcastic O'Neill, who can shift from boyish to deadly in the blink of an eye. Michael Shanks, as Daniel, brings heart and an will of steel to the character, who has grown from wide-eyed innocence to darker and more hard-bitten as the show has progressed. Amanda Tapping, as Carter, has perfected the balance between depicting her character's femininity without comprising the fact she is a strong, intelligent military scientist. Christopher Judge is excellent as the aloof Teal'c, who is able to depict the character's emotions with subtlety. And Don S Davis is perfect as the esteemed General Hammond who leads with a good balance of fairness and firmness.<br /><br />Almost all the episodes are are involving and portrayed with intelligence, reflecting on moral dilemmas as well as the friction between military interests and civilian beliefs (often shown through arguments between O'Neill and Jackson). Guest characters are solidly depicted and story arcs are handled in a manner that doesn't bore viewers. SG1 also excels in humour, from O'Neill's wisecracks to episodes that are just wacky and odd! SG1 has everything from action to drama to romance to suspense to the heartbreaking scenes of death. It isn't just an excellent sci-fi show but is an excellent show, overall.""",4
243,"""A beautiful postcard of New York. The thing I enjoyed most was being able to watch this with my whole family and not cringe waiting for a stupid toilet humor joke to appear. It never did. My teenagers liked it too. My son for Natasha Henstridge and my daughter for Michael Vartan. My wife and I commented that we could not remember the last time we could sit with the kids and ALL enjoy something. This film told a story that felt comfortable but not old or done. The ending came with a twist which we all liked too. If you are not just a cynical person and have are willing to let a story unfold then this is for you. As a guy it takes a lot to hold my interest when it comes to romantic movies and this one did. I recommend it and we need more of these films to watch.""",4
244,"""I have seen the short movie a few years ago. After that I watch all sequels. The first one is really not the best - but it's the most popular one. I've already watch the making of Guinea Pig 1. It's really great what these guys did. Also the sequels are excellent in the special effects. Take your chance to watch it!""",4
245,"""Jim Carrey is back to much the same role that he played in The Mask, a timid guy who is trying to get ahead in the world but who seems to be plagued with bad luck. Even when he tries to help a homeless guy from being harassed by a bunch of hoodlums (and of course they have to be Mexican, obviously), his good will towards his fellow man backfires. In that case, it wasn't too hard to predict that he was about to have a handful of angry hoodlums, but I like that the movie suggests that things like that shouldn't be ignored. I'm reminded of the episode of Michael Moore's brilliant The Awful Truth, when they had a man lay down on the sidewalk and pretend to be dead and see who would actually stop and make sure he was okay. The results were not very promising, so it's nice to see someone in the movies setting a good example.<br /><br />Jim Carrey plays the part of Bruce Nolan, the nice guy mentioned above whose entire life seems to be falling apart. Or even better, it seems to be breaking up by the blows of bad luck like an asteroid entering the atmosphere (a little metaphor that comes up when Bruce miraculously finds himself a gigantic news story later in the film). Bruce is nearly 40 years old and all he has to show for it is a position as a news reporter of the sort that reports on such exciting news as the local bakery that's seeking to bake the world's biggest cookie. He's desperate to obtain the job of head anchor at the TV station, but he loses his cool on live TV when he hears that the job went to his rival colleague. You have to love how they time the revelation of this news to him seconds before his first live report. Needless to say, he loses his temper on live TV in one of the funniest scenes of the entire film.<br /><br />Morgan Freeman delivers a fantastic performance as the Man himself, displaying a God whose infinite wisdom is somewhat reflected through Freeman's massive talent as an actor. He is the kind of God who takes his job very seriously, but in such a way as to advise his followers (as well as the viewers of this movie) that there are times when you need to slow down and do some manual labor in life. I love his line that some of the happiest people in the world come home smelling to high heaven at the end of the day. There are a lot of people in the world (maybe more than our share in America) who are so absorbed by their money and their possessions and their jobs and everything that they completely lost touch with the natural side of themselves as humans.<br /><br />One of the biggest strengths is that the movie is able to provide great advice to people in general about improving their lives, and this message is clear and acceptable regardless of the viewer's religion. I, for example, tend to reject organized religion in all forms and I see God and Satan to be metaphors for different aspects of nature and human psychology rather than actual figures who ever lived or continue to live. But despite the fact that I don't believe that God exists as an entity overseeing the universe or as a janitor dressed all in white who mops the floors of his downtown office in his spare time, I was able to appreciate the messages that were delivered in this movie.<br /><br />Jim Carrey's movies display this fantastic evolution that ties them all together and makes the newer ones look even better just because you can see how far he's come. If you compare Bruce Almighty with movies like Ace Ventura (both of which I loved, by the way) or a lot of what he did before he got into film, it's amazing how far he's come. He has moved from cheesy TV comedy to cheesy comedic films to comedies that are truly intelligent and meaningful like this film as well as others like The Truman Show, Man on the Moon, and The Majestic (easily one of his greatest films ever). Jim Carrey has unmistakably moved from the cheesy comedy of his past to become one of the most important comic actors working today.<br /><br />Jennifer Aniston also once again provides an excellent addition to the movie (as she did in the side-splitting Office Space) as Bruce's girlfriend, who becomes increasingly exasperated by Bruce's growing stress about his life as well as his negligence to ask her to marry him. There is definitely some low-brow comedy in the film that doesn't really fit with the importance of the film's meaning or the quality of the delivery, such as the dog reading the newspaper on the toilet and the whole monkey scene, but it was definitely pretty nice to see Ace Ventura's friend Spike make a cameo appearance. As Stephen King very well knows, it's always nice to see familiar characters. It's almost like seeing family again.<br /><br />Bruce is endowed with the powers of God for a given period of time so that he can understand life a bit better, and he says a lot about himself when he uses the powers only for his own purposes rather than to help all of the people who pray to him. The thing I love about this is that, like I said before, religion is absent from my life, but I was able to watch this and learn a lot about myself as well by thinking about what kinds of things I would have done had I been endowed with such powers. The movie allows us to learn vicariously this way, which empowers the message even more.<br /><br />The scenes that involve the news station are easily the funniest in the entire film, such as the scene when Bruce loses his temper about the anchor position, the Jimmy Hoffa scene (who was conveniently buried with an original birth certificate and a complete set of dental records), the scene where Bruce's rival colleague is made to go nuts on camera, and my favorites, the ones at the beginning and the end involving the local bakery's cooking. The movie has plenty of time for Carrey to deliver some excellent jokes, such as when he says to God (who reveals that he's the janitor, the proprietor, the electrician, etc) that his Christmas parties must be real bashes, and to be careful about drinking, because on of him might need a ride home! I also loved the end when he says that behind every great man is a woman rolling her eyes. A little too true, and as Gallagher would add, behind every great man is also an amazed mother-in-law.<br /><br />Bruce Almighty is one of the more memorable comedies to have come out for quite a while, and is probably the only directly religious that I can remember seeing that I am anxious to buy on DVD to add to my personal collection. It is a comedy written and performed in good taste, but with enough relatively low-brow humor to keep the kids entertained. This is a meaningful comedy for the whole family, which is becoming rarer and rarer these days. In a world that is about to be flogged with yet another American Pie film AND another Scary Movie (which are only scary because of their sheer barbarous idiocy), it's nice to see that there are still people making comedies worth watching. Don't miss this one.""",4
246,"""I love this film. It's one of those I can watch again and again. It is acted well by a good cast that doesn't try too hard to be star studded.<br /><br />The premise of a newly widowed housewife who turns to selling pot to make ends meet could have been made into an Americanised turd of a movie or an action thriller. Either would have killed the film completely.<br /><br />The film plays out like an Ealing Comedy with a terrific feel-good factor throughout.<br /><br />It is worth watching just for the scene with the two old ladies and a box of cornflakes... (no that's not a spoiler!)""",4
247,"""This is a great entertaining action film in my opinion, with cool characters, lots of action, and an amazing performance from Dolph Lundgren, however Alex Karzis is awful as the villain!. The story is very good, and i found the kids to be likable for the most part, plus Dolph Lundgren is simply amazing in this!. The action scenes are excellent, and it's almost like Die Hard except it's set in a school!, plus Kata Dobó is very menacing and sexy as the sidekick!. The finale is very exciting, and it has a couple of cool emotional moments as well!, however i just wished it had another villain, because Alex Karzis just didn't cut it as the villain way too OTT, and laughable for my tastes. This should be higher then 4.1 in my opinion, as i thought it was a great action film, and while the kids, were very stupid at times, they got quite resourceful as the movie went along!, plus the shootouts were pretty cool as well!. The ending is very amusing,and Corey Sevier's character was my favorite student!, plus Dolph has still got it!. This is a great entertaining action film in my opinion, with cool characters, lots of action, and an amazing performance from Lundgren!, but Alex Karzis is awful as the villain, still i highly recommend this one!. The Direction is very good!. Sidney J. Furie does a very good job here with great camera work, good angles, and keeping the film at a very fast pace!. There is a bit of blood and violence. We get lots of extremely bloody gunshot wounds,knife in the side of the head, bloody arrow hits, an impaling, and other minor stuff. The Acting is fantastic!. Dolph Lundgren is amazing as always, and is amazing here, he is extremely likable, kicks that ass as usual, had great chemistry with the kids, had an awesome character, is very charismatic, and he may not have shown a great emotional rage, he still was a hell of a lot of fun to watch!, he is one of my favorite actors! (Lundgren Rules!!!!!). Alex Karzis is god awful as the villain, he is laughably OTT, was boring, and not menacing at all, he also annoyed the crap out of me. Kata Dobó is very sexy as the side kick and did fine with what she had to do, she was the real villain in my opinion!. Corey Sevier is funny as Mick, he was my favorite student, and i really started to warm up to him in the 2nd half, i liked him a lot!, he had good chemistry with Dolph too. Dov Tiefenbach(Willy),Chris Collins(Hogie),Mpho Koaho(Jay Tee),Danielle Hampton(Alicia),Nicole Dicker(Charlee) all do great as the students. Jennifer Baxter is very cute and is good as The fiancée. rest of the cast do fine. Overall i highly recommend this one!. ***1/2 out of 5""",4
248,"""Radiofreccia is a movie about all of us, about our dreams, our friends, our obsessions, our addictions, our fears. It is a brilliant movie where a group of friends like all of us have lives through the hardships of growing up in a small town in one of the most significant decades in the last century. The movie doesn't take a happy or sad approach on things, it just tells us a story, one that all of us could have experienced. One of happiness and excitement, sadness and grief. The power of this story is in that we grow to love the characters, it is one of those movies you will watch over and over again, feeling closer to the little town in Emilia Romagna where it takes place. Hoping one day to be able to finally walk its streets next to Freccia and his friends, listening to the music that changed the world through the crackling sound of an old radio playing Radio Raptus International, playing their dreams, our dreams. Radiofreccia will make you laugh, it will make you cry at times, it will shock you and comfort you, it will give you and take from you. Personally I believe it to have played an important part in my life, and that of my friends, and I suggest you all watch it and let it become part of yours.""",4
249,"""I've always liked Johnny Concho and I wish this film were out on VHS and DVD. Frank Sinatra gives one of the most unusual performances in his career in this one.<br /><br />When we first meet Frank in the film's title role, he's the brother of a notorious gunfighter who's out of town at the moment. The brother strikes terror in the heart's of the town and Frank takes full advantage of that to bully the townspeople safe and secure in his shadow. Only Phyllis Kirk has any feeling for him. She's the daughter of storekeeper Wallace Ford and Dorothy Adams.<br /><br />Two other gunmen arrive William Conrad and Christopher Dark and it turns out Conrad has killed Sinatra's brother and he's coming to his town to take over. They humiliate Sinatra and run him out of town. Kirk follows him.<br /><br />Overnight Sinatra turns from punk into coward and becomes a man searching for some kind of backbone. It's a well acted performance, almost as good as his Oscar nominated role in The Man With a Golden Arm. Pity for some reason this has not been seen for years.<br /><br />Two other performances of note are Keenan Wynn as former gunfighter turned preacher who helps Sinatra find what he needs to stand up to Conrad and Dark. And then there is Conrad in what I believe was his career role on screen. He's a villain of incredible malevolence, pure evil incarnate walking and talking on the silver screen.<br /><br />However what I like about Johnny Concho is the climax an unforgettable one where Conrad and Dark are dealt with. Let's just say I believe Johnny Concho was MGM's answer to High Noon and a primer for what you do when evil causes a break down in all law and order.""",4
250,"""This is one of those little Christmas movies for everyone. Our Scrooge is Ben Affleck, who decides money is not enough, so he rents the family who lives where he thought HIS family did. OK? This is a great little high school soap, PG-13, but the small sex references are comedy, so if your kid can't handle them, they can't live in the real world, either.<br /><br />Now, Affleck is a hunk, and as usual walks through this fun, OMG, remember when we did..., ensemble piece as if he were at the end stages of some neuroinfectious disease. But that's OK, because even this old Oracle keeps hoping that if Ben's that well proportioned all over, well, there's hope for us ladies yet. Luckily, the rest of the ensemble--Catharine O'Hara, James Gandolfini, Christina Applegate, Udo Kier and Josh Zuckerman--fill in and keep this shadow-side-Ozzie-and-Harriet Christmas alternately hilarious, comfortable and warm.<br /><br />This movie is the kind you can jump up and get popcorn, and when you get back, everyone wants to back it up to show you what you missed.<br /><br />This is a happy film, after all, and it leaves you feeling good about life, love, family, Christmas and Chanel. There really IS something for everyone.""",4
251,"""Origins of the Care Bears & their Cousins. If you saw the original film you'll notice a discrepancy. The Cousins are raised with the Care Bears, rather than meeting them later. However I have no problems with that, preferring to treat the films as separate interpretations. The babies are adorable and it's fun watching them play and grow. My favourite is Swift Heart Rabbit. The villain is a delightfully menacing shapeshifter. I could empathise with the three children since I was never good at sports either. Cree Summer is excellent as Christy. The songs are sweet and memorable. If you have an open heart, love the toys or enjoyed the original, this is not to be missed. 9/10""",4
252,"""Contrary to some people's summaries, the women depicted in the film are not geisha. They are oiran (prostitutes) living outside the most famous pleasure districts, and their lives and experiences represent the lives of a great number of Tokugawa era women. I can't say the stories were particularly enlightening, but their charm lies in just how typical they are. The themes are universal and everyday: love, friendship, and sacrifice.<br /><br />I did greatly enjoy the art direction and the acting. I felt like I was getting a glimpse of a time and place I can never otherwise glimpse. The actors, especially the 4 women who played the main oiran, were a thrill to watch. I'd only recommend this movie to people who want a taste of Japanese culture, or to those who enjoy quiet and emotional stories. It's a great example of both.""",4
253,"""This film and it's sequel Barry Mckenzie holds his own, are the two greatest comedies to ever be produced. A great story a young Aussie bloke travels to england to claim his inheritance and meets up with his mates, who are just as loveable and innocent as he is.<br /><br />It's chock a block full of great, sayings , where else could you find someone who needs a drink so bad that he's as dry as a dead dingoes donger? great characters, top acting, and it's got great sheilas and more Fosters consumption then any other three films put together. Top notch.<br /><br />And some of the funniest songs you'll ever hear, and it's full of great celebrities. Definitely my two favourite films of all time, I watch them at least once a fortnight.""",4
254,"""This is a feel-good movie and nothing more. And for that, it is great fun to watch. Sure it skims over political issues. But so what? I am sure she wasn't trying to make 'Good Night and Good Luck' here. Let's not try to make it anything else but what it is...light fare. <br /><br />And very enjoyable at that!<br /><br />Do we remember what 1984 was like? We've become very sophisticated according to the media as far as what we watch or not. I tend to differ on this point. Goldie knew this was fun-fluff and she went ahead and did it.<br /><br />Like her lightest fare: Protocol, Overboard, Housesitter, Wildcats, Private Benjamin, Seems Like Old Times, Foul Play, Death Becomes Her, First Wives Club and the remake of Out-of-Towners, GOLDIE knows what she is doing...she plays every role for the camp that you can get out of it! Goldie just knows herself really well, and she knows what she can do really well.<br /><br />She has always made me laugh cheerfully and innocently. I loved her in Laugh-In and every thing she's ever been in. She has never tried to be anything else but who she is...and that's that bubbling, giggly, girl next door who happens to be very pretty and has a smile and a laugh that will always endear me and remind me that life is pretty short and you've just got to lighten up because before you know it...you are old, wrinkled and suffering from one of life's inevitable ailments. If it even comes that late.<br /><br />I appreciate Goldie for what she is: a lovable, comic actress.""",4
255,"""Saw this Saturday night at the Provincetown Film Festival, and it's a stick-to-your-bones movie -- it's really stayed with me. Adapted very smartly from what is probably an excellent novel, it's a back-and-forth-in-time drama with fully rounded characters, thoughtful rumination on life choices, and, I'm not exaggerating. one of the greatest casts ever assembled in 100+ years of movie-making. Wonderful work from everyone, led by a luminous Vanessa Redgrave as a dying, deluded Newport matron, and Claire Danes as her much younger self. Meryl Streep's daughter Mamie Gummer is, like Mama, the real deal; Patrick Wilson looks like Paul Newman circa 1958 and doesn't overplay the charm; and what a pleasure to see such excellent stage actors as Barry Bostwick and Eileen Atkins contributing sharp, detailed cameos. Hugh Dancy, also from the stage, doesn't bring much edge to the somewhat clichéd role of an unhappy rich wastrel, and the family issues are resolved perhaps more neatly than real life would allow. But it's a deliberately paced, visually gorgeous meditation on real life issues, and you can cry at it and not feel like you're being recklessly manipulated. Also, what a sumptuous parade of 1940s/50s automobiles.""",4
256,"""Whatever you become in your life,you must never forget that you have roots.This is the story of true facts that was made into a beautiful and moving movie! I dare to say that this movie is well underrated.This shows us a reality of life...the more evil surrounds you ,the better person you become.Trust in your instincts and be aware that the ideal of life is to live it happy...without grudges,without living ""under a rock"" . The movie concept is more that interesting...connecting the storytelling with real life events...keeping us aware of everything..from facts to emotions! Bless these people and make everyone happy ! See it,i recommend it to all young people.it's not about racism it's about how to live your life !""",4
257,"""""Antwone Fisher"" tells of a young black U.S. Navy enlisted man and product of childhood abuse and neglect (Luke) whose hostility toward others gets him a stint with the base shrink (Washington) leading to introspection, self appraisal, and a return to his roots. Pat, sanitized, and sentimental, ""Antwone Fisher"" is a solid feel-good flick about the reconciliation of past regrets and closure. Good old Hollywood style entertainment family values entertainment with just a hint of corn. (B)""",4
258,"""I got to see the movie "" On Thin Ice"" on the television in India.. I must say the movie was really well done, and really sent a chill down my spine.. the basic story makes me ponder what makes certain addicts decide to move on where as others still remain addicted...<br /><br />however, I felt that Diane Keaton was at her best... the scene where she has cravings, and begins rummaging her home for cocaine... was the best... the two boys are good, and Lynda Boyd also showed what a good actress she is....The script is well done as is the cinematography and direction.. and casting<br /><br />A must must watch movie..... for everyone""",4
259,"""At first this looked like a boring comedy like The Odd Couple, but when I got into it it turned out to be a really funny film. Basically forgetful ex-comedians Willy Clark (Golden Globe winner, and Oscar and BAFTA nominated Walter Matthau) and Al Lewis (Oscar winning, and Golden Glove nominated George Burns) were a great comedy duo, and a brought back together to revive their hospital sketch for a TV show. Willy's nephew, Ben Clark (Golden Globe winning Richard Benjamin) is confident they can get together again with no hard feelings for each other, how wrong he is. They cannot get on all the time, they are both forgetful, especially during conversation, but they do it eventually. Also starring Lee Meredith as Nurse in Sketch (Miss McIntosh), Carol DeLuise as Mrs. Doris Green, Al's Daughter, Rosetta LeNoire as Odessa, Willy's nurse and Muppets from Space's F. Murray Abraham as Mechanic. I think the best line of the film is Burns mentioning that Matthau called him ""a son of a bitch bastard"". It was nominated the Oscars for Best Art Direction-Set Decoration and Best Writing, Screenplay Adapted From Other Material, it was nominated the BAFTA for Best Screenplay, and it won the Golden Globe Best Motion Picture - Musical/Comedy, and it was nominated for Best Screenplay. Very good!""",4
260,"""Okay. As you can see this is one of my favorite if not favorite films. This is a character drama which is absolutely hilarious. The main character is a business man who is stuck in a ""same thing, different day"" mentality. He sees a woman looking melancholy out a window of a dance studio from his train everyday and wonders about her and decides to find out more about her. He decides to join the dance class only to find out she is not the instructor. From there he bonds with four other dancers and learns to enjoy dancing as well as finding out about the mysterious woman.<br /><br />There is no gratuitous (or any) sex involved, just how a small group of people learn how friendships are formed and developed.<br /><br />This film was remade with Richard Gere and Jennifer Lopez and the new one while appealing is nowhere as enjoyable as the original. The movie never made it big in America because it was not eligible for the Oscars since it was broadcast on television in Japan (movies cannot be released on TV or they are disqualified for Oscar nominations). It did win numerous awards in Japan for best film, cast, director etc for their ""Oscar"" awards.""",4
261,"""I have waited a long time for someone to film a faithful version of H.G. Wells' classic novel, ""War Of The Worlds"". Timothy Hines has finally done it! I just couldn't believe how good it was! From the acting, to the costuming, the out-of-this world special effects, I just can't say enough!It was wonderful! Dramatic, intense, full of first-rate performances by a top-notch cast! It's got to be seen to be believed. I sure didn't. And I've read all those negative comments by the others, and can't believe what they were saying. We must've been watching a different movie, huh? And those real bad comments by that vepsaian guy, guy whoever he is, well, he just doesn't know what he's talking about.<br /><br />Keep up the good work, mr. Hines.""",4
262,"""Despite what others had said (*cough*), this is my favourite movie of all time. I don't know how long I had been waiting to see it, but once I finally did, I immediately fell in love. Sure, it's strange, but that just gives it more of an exciting flavour. For those who don't know, Moonchild is one of Gackt and Hyde's first movies. They haven't done very many at all, maybe 3 or 4 tops each. So, give them some credit. We all know that Adam Sandler wasn't the best at first either. I do believe that they do throw some odd situations in there, but I over look that to find the best points of this movie, the emotions displayed and whatnot. Therefore, I have given, and always shall give, this movie a 10 out of 10.""",4
